"No.","Time","Source","Destination","Protocol","Length","Info"
"1016","11.998365","205.234.186.112","192.168.138.158","TCP","1199","80  >  51682 [PSH, ACK] Seq=725136 Ack=358 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1017","11.998789","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=726281 Win=64240 Len=0"
"1018","12.012279","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=726281 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1019","12.012305","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=727741 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1020","12.012327","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=729201 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1021","12.012333","205.234.186.112","192.168.138.158","TCP","1094","80  >  51682 [PSH, ACK] Seq=730661 Ack=358 Win=64240 Len=1040 [TCP segment of a reassembled PDU]"
"1022","12.012437","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=731701 Win=64240 Len=0"
"1023","12.012442","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=731701 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1024","12.012445","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=733161 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1025","12.012617","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=734411 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1026","12.012746","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=735766 Win=64240 Len=0"
"1027","12.012751","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=735766 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1028","12.017702","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=737121 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1029","12.017711","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=738581 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1030","12.017814","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=739831 Win=64240 Len=0"
"1031","12.017852","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=739831 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1032","12.017855","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=741291 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1033","12.018064","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=742541 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1034","12.018071","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=742541 Win=64240 Len=0"
"1035","12.018181","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=743896 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1036","12.018327","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=745251 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1037","12.018459","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=746606 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1038","12.018520","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=746606 Win=64240 Len=0"
"1039","12.058196","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=747961 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1040","12.058219","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=749421 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1041","12.058222","205.234.186.112","192.168.138.158","TCP","1199","80  >  51682 [PSH, ACK] Seq=750881 Ack=358 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1042","12.058401","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=752026 Win=64240 Len=0"
"1043","12.058547","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=752026 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1044","12.058567","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=753486 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1045","12.058764","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=754736 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1046","12.058772","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=756196 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1047","12.058774","205.234.186.112","192.168.138.158","TCP","1199","80  >  51682 [PSH, ACK] Seq=757656 Ack=358 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1048","12.058883","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=758801 Win=64240 Len=0"
"1049","12.058887","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=758801 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1050","12.063933","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=760156 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1051","12.063948","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=761616 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1052","12.063951","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=763076 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1053","12.063953","205.234.186.112","192.168.138.158","TCP","1094","80  >  51682 [PSH, ACK] Seq=764536 Ack=358 Win=64240 Len=1040 [TCP segment of a reassembled PDU]"
"1054","12.064081","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=765576 Win=64240 Len=0"
"1055","12.064083","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=765576 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1056","12.064386","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=766931 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1057","12.064392","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=768391 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1058","12.064536","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=769641 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1059","12.064542","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=769641 Win=64240 Len=0"
"1060","12.064543","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=771101 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1061","12.064577","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=772351 Win=64240 Len=0"
"1062","12.064790","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=772351 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1063","12.064797","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=773811 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1064","12.064902","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=775061 Win=64240 Len=0"
"1065","12.064970","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=775061 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1066","12.065140","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=776416 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1067","12.065145","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=777876 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1068","12.065631","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=779126 Win=64240 Len=0"
"1069","12.104522","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=779126 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1070","12.104536","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=780586 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1071","12.104537","205.234.186.112","192.168.138.158","TCP","1199","80  >  51682 [PSH, ACK] Seq=782046 Ack=358 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1072","12.104650","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=783191 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1073","12.104697","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=784546 Win=64240 Len=0"
"1074","12.109628","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=784546 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1075","12.109768","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=785901 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1076","12.109776","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=787361 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1077","12.109858","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=788611 Win=64240 Len=0"
"1078","12.109964","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=788611 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1079","12.125857","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=789966 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1080","12.125878","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=791426 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1081","12.125882","205.234.186.112","192.168.138.158","TCP","1199","80  >  51682 [PSH, ACK] Seq=792886 Ack=358 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1082","12.126100","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=794031 Win=64240 Len=0"
"1083","12.126107","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=794031 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1084","12.126110","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=795491 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1085","12.126285","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=796741 Win=64240 Len=0"
"1086","12.126849","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=796741 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1087","12.126857","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=798201 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1088","12.126940","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=799451 Win=64240 Len=0"
"1089","12.127129","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=799451 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1090","12.127297","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=800806 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1091","12.127370","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=802161 Win=64240 Len=0"
"1092","12.133690","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=802161 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1093","12.133760","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=803621 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1094","12.133767","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=804871 Win=64240 Len=0"
"1095","12.133768","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=804871 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1096","12.133770","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=806331 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1097","12.133772","205.234.186.112","192.168.138.158","TCP","1199","80  >  51682 [PSH, ACK] Seq=807791 Ack=358 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1098","12.133988","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=808936 Win=64240 Len=0"
"1099","12.134097","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=808936 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1100","12.134102","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=810396 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1101","12.134109","205.234.186.112","192.168.138.158","TCP","1199","80  >  51682 [PSH, ACK] Seq=811856 Ack=358 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1102","12.134465","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=813001 Win=64240 Len=0"
"1103","12.156249","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=813001 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1104","12.156264","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=814461 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1105","12.156267","205.234.186.112","192.168.138.158","TCP","1199","80  >  51682 [PSH, ACK] Seq=815921 Ack=358 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1106","12.156391","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=817066 Win=64240 Len=0"
"1107","12.156439","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=817066 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1108","12.172414","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=818421 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1109","12.172429","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=819881 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1110","12.172432","205.234.186.112","192.168.138.158","TCP","1199","80  >  51682 [PSH, ACK] Seq=821341 Ack=358 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1111","12.172600","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=822486 Win=64240 Len=0"
"1112","12.172671","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=822486 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1113","12.172675","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=823946 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1114","12.172897","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=825196 Win=64240 Len=0"
"1115","12.180255","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=825196 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1116","12.180265","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=826656 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1117","12.180396","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=827906 Win=64240 Len=0"
"1118","12.180402","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=827906 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1119","12.180404","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=829366 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1120","12.180547","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=830616 Win=64240 Len=0"
"1121","12.180669","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=830616 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1122","12.180826","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=831971 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1123","12.180834","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=833431 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1124","12.180869","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=834681 Win=64240 Len=0"
"1125","12.180947","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=834681 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1126","12.181203","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=836036 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1127","12.181330","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=837391 Win=64240 Len=0"
"1128","12.181335","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=837391 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1129","12.181503","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=838746 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1130","12.181509","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=840206 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1131","12.181512","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=841456 Win=64240 Len=0"
"1132","12.181703","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=841456 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1133","12.193664","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=842811 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1134","12.193673","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=844271 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1135","12.193768","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=845521 Win=64240 Len=0"
"1136","12.219138","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=845521 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1137","12.219152","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=846981 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1138","12.219154","205.234.186.112","192.168.138.158","TCP","1199","80  >  51682 [PSH, ACK] Seq=848441 Ack=358 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1139","12.219296","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=849586 Win=64240 Len=0"
"1140","12.219301","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=849586 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1141","12.219486","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=850941 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1142","12.219494","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=852401 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1143","12.219610","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=853651 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1144","12.219670","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=855006 Win=64240 Len=0"
"1145","12.226471","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=855006 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1146","12.226485","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=856466 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1147","12.226487","205.234.186.112","192.168.138.158","TCP","1199","80  >  51682 [PSH, ACK] Seq=857926 Ack=358 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"1148","12.226622","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=859071 Win=64240 Len=0"
"1149","12.227704","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=859071 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1150","12.227863","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=860426 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1151","12.227869","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=861886 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1152","12.228022","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=863136 Win=64240 Len=0"
"1153","12.228026","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=863136 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1154","12.228159","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=864491 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1155","12.228284","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=865846 Win=64240 Len=0"
"1156","12.228324","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=865846 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1157","12.228327","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=867306 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1158","12.228402","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=868556 Win=64240 Len=0"
"1159","12.228458","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=868556 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1160","12.228720","205.234.186.112","192.168.138.158","TCP","1409","80  >  51682 [PSH, ACK] Seq=869911 Ack=358 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"1161","12.228794","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=871266 Win=64240 Len=0"
"1162","12.239878","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=871266 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1163","12.239898","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=872726 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1164","12.240218","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=873976 Win=64240 Len=0"
"1165","12.240600","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=873976 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1166","12.240610","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=875436 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1167","12.240782","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=876686 Win=64240 Len=0"
"1168","12.265208","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=876686 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1169","12.265217","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=878146 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1170","12.265310","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=879396 Win=64240 Len=0"
"1171","12.265414","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=879396 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1172","12.265420","205.234.186.112","192.168.138.158","TCP","1304","80  >  51682 [PSH, ACK] Seq=880856 Ack=358 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"1173","12.265560","192.168.138.158","205.234.186.112","TCP","60","51682  >  80 [ACK] Seq=358 Ack=882106 Win=64240 Len=0"
"1174","12.265565","205.234.186.112","192.168.138.158","TCP","1514","80  >  51682 [ACK] Seq=882106 Ack=358 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"1175","12.265812","192.168.138.158","205.234.186.112","TCP","60","[TCP ACKed unseen segment] 51682  >  80 [ACK] Seq=358 Ack=884172 Win=64240 Len=0"
"1176","12.265878","192.168.138.158","205.234.186.112","TCP","60","[TCP ACKed unseen segment] 51682  >  80 [FIN, ACK] Seq=358 Ack=884172 Win=64240 Len=0"
"1177","12.266004","205.234.186.112","192.168.138.158","TCP","60","[TCP Previous segment not captured] 80  >  51682 [ACK] Seq=884172 Ack=359 Win=64239 Len=0"
"1178","12.289432","192.168.138.158","205.234.186.112","TCP","66","51706  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"1179","12.376284","205.234.186.112","192.168.138.158","TCP","60","80  >  51706 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"1180","12.377036","192.168.138.158","205.234.186.112","TCP","60","51706  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"1181","12.377699","192.168.138.158","205.234.186.112","HTTP","413","GET /blq5a7vj/731d1b458ac6964554435a5f035905050102055c0a5656050c06050557530c0751;6;1 HTTP/1.1 "
"1182","12.377817","205.234.186.112","192.168.138.158","TCP","60","80  >  51706 [ACK] Seq=1 Ack=360 Win=64240 Len=0"
